ул.Семашко, д.17а;Обычный;0;56.312889;43.978255
ул.Б.Перекресная, д.9;Обычный;0;56.320922;43.997174
ул.Грузинская, д.12а;Обычный;0;56.311147;43.992664
ул.Костина, д.8а;Обычный;0;56.31599;43.998962
ул.Звездинка, д.7а;Обычный;0;56.218707;43.406559
ул.Гоголя, д.16а;Обычный;0;56.313588;43.987382
ул.Ильинская, д.118а;Обычный;0;56.218832;43.54993
ул.Горького, д.100г;Обычный;0;56.319529;44.018976
пер.Короткий, д.9а;Обычный;0;56.321087;44.01505
ул.Ковалихинская, д.35а;Обычный;0;56.317647;44.050723
ул.Фруктовая, д.9а;Обычный;0;56.776236;44.467352
ул.Фруктовая, д.11;Обычный;0;56.297928;44.070944
ул.Бринского, д.2/4;Обычный;0;56.319335;43.983645
ул.Заломова, д.11а;Обычный;0;56.294156;44.063101
ул.Лопатина, д.7а;Обычный;0;56.294291;44.069488
ул.Лопатина, д.3/1;Обычный;0;56.096187;43.515794
ул.Усилова, д.8а;Обычный;0;56.168476;44.084625
поселок Зеленый Город, ул. Агродом, 9;Обычный;0;56.325669;43.992664
ул.Ильинская, д.22;Обычный;0;56.315141;43.989951
ул.Маслякова, 3а;Обычный;0;56.311706;44.005636
ул.Белинского, д.35а;Обычный;0;56.292643;43.999662
ул.Шорина, д.18б;Обычный;0;56.312415;44.037904
пер.Звенигородский, д.8а;Обычный;0;56.310817;44.028265
ул.Внутриквартальная, д.4;Обычный;0;56.299566;44.041084
ул.Н.Сусловой, д.9/3;Обычный;0;56.292048;44.046177
ул.Шишкова, д.7, к.5;Обычный;0;56.28992;43.992637
ул.Бекетова, д.7б;Обычный;0;56.28992;43.993401
ул.Бекетова, д.7а;Обычный;0;56.281486;44.045746
ул.Малиновского, д.8;Обычный;0;56.296109;43.984148
пр.Гагарина, д.36;Обычный;0;56.299975;44.006561
ул.Артельная, д.10а;Обычный;0;56.314707;44.014368
ул.Белинского, д.55б;Обычный;0;56.294021;44.009382
ул.Сибирцева, д.9а;Обычный;0;56.293067;44.001926
ул.Заярская, д.9;Обычный;0;56.293911;44.052061
